,Age,Education,Occupation,Relationship,Race,Sex,Target
18929,43,Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
18930,59,Bachelors,Sales,Husband,White,Male,>50K
18931,66,7th-8th,?,Not-in-family,White,Male,<=50K
18932,63,7th-8th,Transport-moving,Husband,White,Male,>50K
18933,32,Some-college,Transport-moving,Not-in-family,White,Female,<=50K
18934,58,Bachelors,?,Not-in-family,White,Female,<=50K
18935,43,Assoc-voc,Exec-managerial,Other-relative,White,Male,>50K
18936,27,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
18937,21,12th,Handlers-cleaners,Own-child,White,Male,<=50K
18938,44,Some-college,Exec-managerial,Unmarried,White,Male,>50K
18939,40,HS-grad,Craft-repair,Husband,White,Male,<=50K
18940,65,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
18941,50,Some-college,Adm-clerical,Husband,White,Male,>50K
18942,18,HS-grad,?,Own-child,White,Male,<=50K
18943,51,Masters,Prof-specialty,Not-in-family,White,Male,>50K
18944,44,Some-college,Adm-clerical,Unmarried,Black,Female,<=50K
18945,20,Some-college,Sales,Own-child,White,Female,<=50K
18946,29,Assoc-voc,Exec-managerial,Not-in-family,White,Male,<=50K
18947,50,Assoc-voc,Craft-repair,Husband,White,Male,>50K
18948,50,HS-grad,Exec-managerial,Husband,White,Male,>50K
18949,43,10th,Adm-clerical,Husband,White,Male,<=50K
18950,23,Bachelors,Tech-support,Not-in-family,White,Female,<=50K
18951,41,HS-grad,Transport-moving,Husband,White,Male,<=50K
18952,30,Some-college,?,Wife,White,Female,<=50K
18953,58,Bachelors,Farming-fishing,Husband,White,Male,<=50K
18954,50,Assoc-voc,Prof-specialty,Husband,White,Male,<=50K
18955,37,Bachelors,Craft-repair,Husband,White,Male,>50K
18956,21,HS-grad,Farming-fishing,Own-child,White,Male,<=50K
18957,33,HS-grad,Sales,Wife,White,Female,<=50K
18958,52,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
18959,47,HS-grad,Transport-moving,Husband,White,Male,<=50K
18960,45,Bachelors,Sales,Not-in-family,White,Male,>50K
18961,34,Some-college,Craft-repair,Husband,White,Male,>50K
18962,39,Some-college,Sales,Husband,White,Male,>50K
18963,31,Some-college,Other-service,Not-in-family,White,Female,<=50K
18964,19,Some-college,?,Not-in-family,White,Male,<=50K
18965,45,Some-college,Tech-support,Not-in-family,White,Female,<=50K
18966,45,Assoc-voc,Protective-serv,Husband,White,Male,<=50K
18967,34,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
18968,27,11th,Sales,Own-child,Asian-Pac-Islander,Male,<=50K
18969,37,HS-grad,Sales,Unmarried,White,Female,<=50K
18970,20,HS-grad,Adm-clerical,Own-child,Black,Female,<=50K
18971,32,Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
18972,24,1st-4th,Handlers-cleaners,Not-in-family,White,Male,<=50K
18973,39,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
18974,18,Some-college,Sales,Own-child,White,Female,<=50K
18975,62,Some-college,Farming-fishing,Husband,White,Male,<=50K
18976,24,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
18977,37,HS-grad,Transport-moving,Husband,White,Male,<=50K
18978,46,Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
18979,44,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
18980,53,HS-grad,Sales,Not-in-family,White,Male,>50K
18981,25,Bachelors,Handlers-cleaners,Own-child,White,Male,<=50K
18982,44,Prof-school,Machine-op-inspct,Husband,White,Male,<=50K
18983,24,Bachelors,Sales,Not-in-family,White,Male,<=50K
18984,61,HS-grad,Transport-moving,Husband,White,Male,<=50K
18985,45,Masters,Prof-specialty,Unmarried,White,Female,<=50K
18986,33,Some-college,Craft-repair,Own-child,White,Male,<=50K
18987,48,Bachelors,Prof-specialty,Husband,White,Male,>50K
18988,26,HS-grad,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
18989,40,HS-grad,?,Not-in-family,Black,Female,<=50K
18990,68,Bachelors,Sales,Husband,White,Male,>50K
18991,24,HS-grad,Protective-serv,Own-child,White,Female,<=50K
18992,25,Bachelors,?,Husband,White,Male,<=50K
18993,31,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
18994,55,Some-college,Other-service,Unmarried,White,Female,<=50K
18995,46,Assoc-acdm,Sales,Unmarried,White,Female,<=50K
18996,58,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
18997,56,HS-grad,Other-service,Unmarried,White,Female,<=50K
18998,45,Bachelors,Adm-clerical,Not-in-family,White,Male,>50K
18999,24,Bachelors,Exec-managerial,Unmarried,White,Male,>50K
19000,35,HS-grad,Farming-fishing,Own-child,Asian-Pac-Islander,Male,<=50K
19001,51,HS-grad,Tech-support,Husband,White,Male,>50K
19002,47,Prof-school,Prof-specialty,Husband,White,Male,>50K
19003,17,11th,Adm-clerical,Other-relative,White,Female,<=50K
19004,21,10th,Prof-specialty,Unmarried,Black,Female,<=50K
19005,45,Bachelors,Prof-specialty,Not-in-family,White,Female,>50K
19006,42,HS-grad,Sales,Husband,White,Male,>50K
19007,56,12th,Other-service,Unmarried,Black,Female,<=50K
19008,39,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
19009,31,7th-8th,Machine-op-inspct,Not-in-family,Other,Female,<=50K
19010,20,Some-college,Tech-support,Not-in-family,White,Male,<=50K
19011,65,5th-6th,Farming-fishing,Husband,White,Male,<=50K
19012,44,Some-college,Prof-specialty,Husband,White,Male,<=50K
19013,33,HS-grad,Craft-repair,Husband,White,Male,<=50K
19014,25,Bachelors,Prof-specialty,Husband,White,Male,>50K
19015,38,HS-grad,Exec-managerial,Husband,White,Male,<=50K
19016,31,10th,Transport-moving,Other-relative,White,Male,<=50K
19017,33,Bachelors,Sales,Own-child,White,Male,<=50K
19018,49,HS-grad,Other-service,Unmarried,White,Female,<=50K
19019,28,HS-grad,Exec-managerial,Own-child,White,Female,<=50K
19020,29,HS-grad,Craft-repair,Husband,White,Male,<=50K
19021,23,Assoc-voc,Other-service,Own-child,White,Male,<=50K
19022,37,Bachelors,Prof-specialty,Husband,White,Male,>50K
19023,52,Some-college,Prof-specialty,Not-in-family,White,Male,>50K
19024,27,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
19025,47,Some-college,Craft-repair,Husband,White,Male,>50K
19026,21,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
19027,41,Bachelors,Adm-clerical,Wife,Asian-Pac-Islander,Female,>50K
19028,61,Some-college,Adm-clerical,Husband,White,Male,>50K
19029,32,Bachelors,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
19030,21,Some-college,Sales,Not-in-family,White,Male,<=50K
19031,63,12th,Sales,Husband,White,Male,>50K
19032,34,Some-college,Other-service,Husband,White,Male,<=50K
19033,21,Assoc-acdm,Tech-support,Own-child,White,Male,<=50K
19034,44,HS-grad,Other-service,Unmarried,White,Female,<=50K
19035,26,Bachelors,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,<=50K
19036,36,Masters,Exec-managerial,Husband,White,Male,>50K
19037,39,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
19038,52,HS-grad,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,<=50K
19039,44,Bachelors,Sales,Husband,White,Male,<=50K
19040,42,HS-grad,Prof-specialty,Wife,White,Female,<=50K
19041,60,HS-grad,?,Husband,White,Male,>50K
19042,31,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19043,30,Some-college,Craft-repair,Unmarried,Black,Male,<=50K
19044,23,Some-college,Prof-specialty,Own-child,White,Female,<=50K
19045,81,1st-4th,Other-service,Not-in-family,White,Female,<=50K
19046,39,Bachelors,Tech-support,Husband,Asian-Pac-Islander,Male,<=50K
19047,38,10th,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,<=50K
19048,21,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19049,28,HS-grad,Craft-repair,Husband,White,Male,<=50K
19050,34,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
19051,47,HS-grad,Other-service,Not-in-family,White,Female,<=50K
19052,36,HS-grad,Craft-repair,Husband,White,Male,<=50K
19053,27,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19054,56,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
19055,57,HS-grad,Other-service,Unmarried,White,Female,<=50K
19056,42,Some-college,Adm-clerical,Own-child,White,Female,<=50K
19057,43,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19058,48,HS-grad,?,Unmarried,White,Female,<=50K
19059,53,HS-grad,Machine-op-inspct,Not-in-family,White,Female,<=50K
19060,58,HS-grad,Sales,Not-in-family,White,Female,<=50K
19061,19,12th,Other-service,Own-child,White,Male,<=50K
19062,37,HS-grad,Exec-managerial,Husband,White,Male,>50K
19063,41,Some-college,Prof-specialty,Not-in-family,White,Female,<=50K
19064,31,7th-8th,Craft-repair,Not-in-family,White,Female,<=50K
19065,31,Bachelors,Prof-specialty,Husband,White,Male,<=50K
19066,53,HS-grad,Adm-clerical,Husband,White,Male,<=50K
19067,19,Some-college,Sales,Own-child,White,Male,<=50K
19068,56,Doctorate,Prof-specialty,Husband,White,Male,>50K
19069,55,Some-college,Adm-clerical,Wife,White,Female,>50K
19070,51,5th-6th,Craft-repair,Other-relative,White,Female,<=50K
19071,62,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19072,43,Some-college,Sales,Husband,White,Male,>50K
19073,45,7th-8th,?,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
19074,28,HS-grad,Craft-repair,Husband,White,Male,<=50K
19075,46,HS-grad,Exec-managerial,Husband,White,Male,>50K
19076,62,Bachelors,Prof-specialty,Husband,White,Male,<=50K
19077,57,HS-grad,Other-service,Unmarried,White,Female,<=50K
19078,60,Bachelors,Prof-specialty,Wife,White,Female,>50K
19079,23,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
19080,47,Some-college,Sales,Husband,White,Male,>50K
19081,21,Some-college,Adm-clerical,Own-child,White,Female,<=50K
19082,51,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
19083,61,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
19084,52,Bachelors,Adm-clerical,Wife,White,Female,>50K
19085,76,Bachelors,Exec-managerial,Husband,White,Male,<=50K
19086,24,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
19087,31,Bachelors,Craft-repair,Not-in-family,White,Male,<=50K
19088,43,Bachelors,Exec-managerial,Husband,White,Male,>50K
19089,58,Some-college,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,<=50K
19090,18,Some-college,?,Own-child,White,Female,<=50K
19091,19,12th,Adm-clerical,Own-child,White,Female,<=50K
19092,44,Some-college,Exec-managerial,Other-relative,White,Female,<=50K
19093,41,Some-college,Prof-specialty,Other-relative,White,Male,<=50K
19094,21,Some-college,Sales,Own-child,Asian-Pac-Islander,Male,<=50K
19095,40,HS-grad,Handlers-cleaners,Not-in-family,Black,Male,<=50K
19096,25,Some-college,Other-service,Own-child,White,Male,<=50K
19097,62,Doctorate,Prof-specialty,Unmarried,White,Female,<=50K
19098,42,HS-grad,Craft-repair,Husband,White,Male,<=50K
19099,35,Assoc-voc,Tech-support,Not-in-family,White,Male,<=50K
19100,19,HS-grad,Sales,Own-child,White,Female,<=50K
19101,60,HS-grad,Other-service,Wife,White,Female,<=50K
19102,20,HS-grad,Sales,Own-child,Other,Male,<=50K
19103,23,Assoc-acdm,Handlers-cleaners,Husband,White,Male,<=50K
19104,18,HS-grad,Adm-clerical,Own-child,White,Female,<=50K
19105,40,Some-college,Exec-managerial,Husband,White,Male,>50K
19106,19,Some-college,Other-service,Own-child,White,Female,<=50K
19107,51,HS-grad,Prof-specialty,Not-in-family,White,Female,<=50K
19108,41,Bachelors,Protective-serv,Husband,White,Male,<=50K
19109,18,10th,Other-service,Own-child,White,Female,<=50K
19110,41,Some-college,Sales,Unmarried,Black,Female,<=50K
19111,27,Some-college,Exec-managerial,Own-child,White,Female,<=50K
19112,71,1st-4th,Craft-repair,Not-in-family,White,Female,<=50K
19113,25,12th,Machine-op-inspct,Husband,White,Male,<=50K
19114,73,HS-grad,Other-service,Not-in-family,White,Female,<=50K
19115,45,Some-college,Other-service,Husband,White,Male,<=50K
19116,25,Some-college,Sales,Husband,White,Male,>50K
19117,50,HS-grad,Prof-specialty,Wife,White,Female,<=50K
19118,44,HS-grad,Transport-moving,Husband,White,Male,<=50K
19119,44,Assoc-voc,Protective-serv,Own-child,White,Female,<=50K
19120,49,HS-grad,Craft-repair,Husband,White,Male,>50K
19121,44,Some-college,Exec-managerial,Husband,White,Male,>50K
19122,42,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
19123,20,HS-grad,Priv-house-serv,Not-in-family,White,Female,<=50K
19124,66,HS-grad,Tech-support,Not-in-family,White,Female,<=50K
19125,19,Some-college,Exec-managerial,Own-child,White,Male,<=50K
19126,60,Some-college,Craft-repair,Husband,White,Male,<=50K
19127,46,Assoc-voc,Prof-specialty,Not-in-family,White,Male,<=50K
19128,42,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
19129,59,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19130,58,Assoc-acdm,Exec-managerial,Husband,White,Male,>50K
19131,47,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19132,58,Some-college,Tech-support,Husband,White,Male,<=50K
19133,69,Bachelors,?,Husband,White,Male,>50K
19134,17,10th,?,Own-child,White,Female,<=50K
19135,19,11th,Farming-fishing,Own-child,White,Male,<=50K
19136,28,Some-college,Tech-support,Husband,White,Male,<=50K
19137,37,HS-grad,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,<=50K
19138,30,HS-grad,Craft-repair,Husband,White,Male,<=50K
19139,36,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
19140,45,11th,Transport-moving,Not-in-family,White,Male,>50K
19141,59,7th-8th,Other-service,Wife,White,Female,<=50K
19142,45,Some-college,Handlers-cleaners,Husband,White,Male,<=50K
19143,53,Doctorate,Prof-specialty,Not-in-family,White,Female,>50K
19144,37,HS-grad,Sales,Unmarried,White,Female,<=50K
19145,26,Some-college,Sales,Not-in-family,White,Female,<=50K
19146,53,9th,Craft-repair,Husband,White,Male,<=50K
19147,44,HS-grad,Other-service,Wife,White,Female,<=50K
19148,27,Bachelors,Craft-repair,Own-child,White,Male,<=50K
19149,22,Some-college,Craft-repair,Own-child,White,Male,<=50K
19150,41,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19151,53,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19152,58,HS-grad,Exec-managerial,Husband,White,Male,<=50K
19153,34,12th,?,Unmarried,Black,Female,<=50K
19154,32,Bachelors,Prof-specialty,Husband,White,Male,>50K
19155,32,Some-college,Handlers-cleaners,Husband,White,Male,<=50K
19156,47,Masters,Prof-specialty,Wife,White,Female,>50K
19157,27,HS-grad,Farming-fishing,Husband,White,Male,<=50K
19158,25,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
19159,40,10th,Machine-op-inspct,Not-in-family,Black,Female,<=50K
19160,36,Some-college,Sales,Husband,White,Male,<=50K
19161,23,HS-grad,Transport-moving,Own-child,White,Male,<=50K
19162,44,9th,Machine-op-inspct,Husband,Black,Male,<=50K
19163,19,HS-grad,Craft-repair,Own-child,White,Male,<=50K
19164,42,Bachelors,Sales,Not-in-family,White,Male,<=50K
19165,60,Some-college,Farming-fishing,Husband,White,Male,<=50K
19166,41,HS-grad,Sales,Husband,White,Male,>50K
19167,45,HS-grad,Transport-moving,Unmarried,Asian-Pac-Islander,Female,<=50K
19168,67,5th-6th,?,Husband,White,Male,<=50K
19169,36,Bachelors,Transport-moving,Husband,Black,Male,<=50K
19170,52,Masters,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=50K
19171,28,Doctorate,Adm-clerical,Own-child,White,Male,<=50K
19172,83,HS-grad,Sales,Not-in-family,White,Male,<=50K
19173,17,11th,Other-service,Own-child,White,Male,<=50K
19174,27,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
19175,35,Assoc-voc,Farming-fishing,Not-in-family,White,Male,<=50K
19176,40,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19177,23,Assoc-acdm,Sales,Wife,White,Female,<=50K
19178,51,11th,Handlers-cleaners,Husband,Black,Male,<=50K
19179,51,1st-4th,Other-service,Husband,White,Male,<=50K
19180,82,10th,?,Not-in-family,White,Male,<=50K
19181,28,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
19182,53,HS-grad,Other-service,Husband,White,Male,>50K
19183,29,Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
19184,19,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19185,30,Bachelors,Sales,Not-in-family,White,Female,<=50K
19186,23,7th-8th,Machine-op-inspct,Own-child,Black,Female,<=50K
19187,66,Bachelors,Sales,Husband,White,Male,>50K
19188,27,11th,Craft-repair,Not-in-family,White,Male,<=50K
19189,35,HS-grad,Machine-op-inspct,Husband,Black,Male,<=50K
19190,17,12th,Handlers-cleaners,Own-child,White,Male,<=50K
19191,27,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
19192,27,Prof-school,Prof-specialty,Not-in-family,White,Male,<=50K
19193,44,Bachelors,Protective-serv,Wife,Black,Female,>50K
19194,64,HS-grad,Transport-moving,Husband,White,Male,<=50K
19195,62,HS-grad,Sales,Not-in-family,White,Female,<=50K
19196,26,Some-college,Sales,Husband,White,Male,<=50K
19197,40,HS-grad,Machine-op-inspct,Unmarried,White,Male,<=50K
19198,40,Doctorate,Prof-specialty,Husband,White,Male,>50K
19199,35,HS-grad,Adm-clerical,Own-child,White,Female,<=50K
19200,25,Bachelors,Prof-specialty,Own-child,Asian-Pac-Islander,Male,<=50K
19201,52,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19202,46,Some-college,Adm-clerical,Wife,White,Female,>50K
19203,30,HS-grad,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
19204,52,Some-college,Exec-managerial,Husband,White,Male,>50K
19205,28,HS-grad,Transport-moving,Not-in-family,Other,Male,<=50K
19206,17,10th,Other-service,Own-child,White,Female,<=50K
19207,46,Some-college,Other-service,Own-child,Black,Female,<=50K
19208,45,Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
19209,21,Some-college,Prof-specialty,Own-child,White,Female,<=50K
19210,18,HS-grad,Other-service,Wife,White,Female,<=50K
19211,17,11th,Other-service,Own-child,White,Male,<=50K
19212,90,Some-college,Sales,Unmarried,Black,Female,<=50K
19213,23,Some-college,Craft-repair,Not-in-family,White,Male,<=50K
19214,41,Bachelors,Prof-specialty,Husband,White,Male,>50K
19215,19,Some-college,Farming-fishing,Own-child,White,Male,<=50K
19216,69,HS-grad,Transport-moving,Husband,White,Male,<=50K
19217,23,Assoc-acdm,Exec-managerial,Unmarried,White,Female,<=50K
19218,28,Some-college,Tech-support,Not-in-family,White,Male,<=50K
19219,37,Assoc-acdm,Sales,Husband,White,Male,>50K
19220,57,HS-grad,Sales,Husband,White,Male,<=50K
19221,30,Some-college,Protective-serv,Not-in-family,Black,Male,<=50K
19222,48,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19223,73,HS-grad,Other-service,Other-relative,White,Female,<=50K
19224,25,5th-6th,Machine-op-inspct,Other-relative,White,Male,<=50K
19225,33,Masters,Exec-managerial,Not-in-family,White,Male,>50K
19226,36,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19227,28,HS-grad,Craft-repair,Husband,White,Male,<=50K
19228,57,HS-grad,Other-service,Unmarried,White,Female,<=50K
19229,31,Some-college,Other-service,Unmarried,Black,Female,<=50K
19230,35,9th,?,Own-child,Amer-Indian-Eskimo,Male,<=50K
19231,40,HS-grad,Other-service,Not-in-family,Black,Female,<=50K
19232,32,Some-college,Prof-specialty,Own-child,White,Female,<=50K
19233,35,Bachelors,?,Not-in-family,White,Male,<=50K
19234,26,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
19235,27,Some-college,Sales,Own-child,White,Female,<=50K
19236,17,10th,Other-service,Own-child,White,Female,<=50K
19237,29,Some-college,Craft-repair,Not-in-family,White,Female,<=50K
19238,18,11th,Other-service,Own-child,White,Female,<=50K
19239,20,Some-college,Sales,Not-in-family,White,Male,<=50K
19240,69,HS-grad,?,Husband,White,Male,<=50K
19241,18,Some-college,Other-service,Not-in-family,White,Female,<=50K
19242,56,HS-grad,Other-service,Not-in-family,Black,Female,<=50K
19243,40,Some-college,Other-service,Unmarried,White,Female,<=50K
19244,46,Some-college,Exec-managerial,Not-in-family,White,Male,<=50K
19245,41,12th,Protective-serv,Husband,Black,Male,<=50K
19246,53,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
19247,50,Masters,Exec-managerial,Husband,White,Male,>50K
19248,23,11th,Handlers-cleaners,Own-child,White,Male,<=50K
19249,40,Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
19250,54,Some-college,Transport-moving,Husband,White,Male,>50K
19251,45,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19252,53,HS-grad,Transport-moving,Husband,Black,Male,>50K
19253,17,11th,?,Own-child,White,Male,<=50K
19254,50,Bachelors,Exec-managerial,Not-in-family,White,Female,>50K
19255,22,Bachelors,?,Not-in-family,White,Male,<=50K
19256,30,Bachelors,Other-service,Unmarried,White,Male,<=50K
19257,40,Bachelors,Craft-repair,Husband,White,Male,<=50K
19258,36,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
19259,25,Assoc-acdm,Sales,Not-in-family,White,Male,<=50K
19260,29,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19261,29,Bachelors,Farming-fishing,Own-child,White,Male,<=50K
19262,22,Bachelors,Sales,Not-in-family,White,Female,<=50K
19263,56,Bachelors,Prof-specialty,Unmarried,Black,Female,<=50K
19264,60,Masters,Exec-managerial,Husband,White,Male,>50K
19265,37,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19266,53,7th-8th,Machine-op-inspct,Not-in-family,White,Female,<=50K
19267,23,Some-college,Adm-clerical,Own-child,White,Female,<=50K
19268,18,HS-grad,Priv-house-serv,Other-relative,White,Female,<=50K
19269,36,Some-college,Sales,Not-in-family,White,Female,<=50K
19270,67,HS-grad,Exec-managerial,Husband,White,Male,>50K
19271,31,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
19272,26,Bachelors,Sales,Husband,White,Male,>50K
19273,18,11th,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,<=50K
19274,45,Masters,Prof-specialty,Unmarried,Black,Female,<=50K
19275,64,11th,Sales,Husband,White,Male,<=50K
19276,26,HS-grad,Sales,Not-in-family,White,Female,<=50K
19277,53,Some-college,Prof-specialty,Not-in-family,White,Female,<=50K
19278,27,HS-grad,Handlers-cleaners,Other-relative,White,Male,<=50K
19279,32,Some-college,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,<=50K
19280,49,HS-grad,Exec-managerial,Unmarried,White,Female,>50K
19281,59,10th,Craft-repair,Husband,White,Male,>50K
19282,44,Masters,Prof-specialty,Husband,White,Male,>50K
19283,61,HS-grad,Farming-fishing,Husband,White,Male,<=50K
19284,41,HS-grad,?,Unmarried,White,Female,<=50K
19285,46,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19286,32,HS-grad,Adm-clerical,Not-in-family,White,Male,<=50K
19287,29,HS-grad,Sales,Not-in-family,White,Female,<=50K
19288,48,Masters,Exec-managerial,Not-in-family,White,Male,<=50K
19289,32,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
19290,21,HS-grad,Handlers-cleaners,Own-child,White,Female,<=50K
19291,50,Prof-school,Prof-specialty,Husband,White,Male,>50K
19292,44,Masters,Prof-specialty,Husband,White,Male,>50K
19293,51,HS-grad,Adm-clerical,Other-relative,White,Female,<=50K
19294,42,HS-grad,Craft-repair,Husband,White,Male,>50K
19295,27,Bachelors,Protective-serv,Own-child,White,Female,<=50K
19296,70,HS-grad,Exec-managerial,Husband,White,Male,<=50K
19297,33,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
19298,65,HS-grad,Farming-fishing,Husband,White,Male,>50K
19299,39,Masters,Adm-clerical,Not-in-family,White,Male,<=50K
19300,32,HS-grad,Craft-repair,Husband,White,Male,<=50K
19301,30,Some-college,Prof-specialty,Unmarried,White,Female,<=50K
19302,43,Some-college,Exec-managerial,Husband,White,Male,<=50K
19303,31,9th,Other-service,Own-child,White,Male,<=50K
19304,64,Bachelors,Adm-clerical,Not-in-family,Black,Female,<=50K
19305,37,Some-college,Protective-serv,Own-child,Other,Male,<=50K
19306,49,HS-grad,Sales,Not-in-family,White,Male,<=50K
19307,29,11th,Machine-op-inspct,Own-child,White,Male,<=50K
19308,35,HS-grad,Exec-managerial,Not-in-family,White,Male,<=50K
19309,37,Assoc-acdm,Prof-specialty,Husband,White,Male,<=50K
19310,42,Masters,Prof-specialty,Husband,White,Male,>50K
19311,21,Some-college,?,Own-child,White,Male,<=50K
19312,23,Assoc-acdm,Sales,Not-in-family,White,Male,<=50K
19313,35,HS-grad,Other-service,Unmarried,Black,Female,<=50K
19314,29,Assoc-voc,Protective-serv,Husband,White,Male,>50K
19315,23,Some-college,Other-service,Unmarried,White,Female,<=50K
19316,21,Some-college,Other-service,Not-in-family,White,Female,<=50K
19317,45,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19318,24,Bachelors,?,Not-in-family,White,Male,<=50K
19319,38,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
19320,28,10th,?,Own-child,White,Female,<=50K
19321,23,HS-grad,Sales,Unmarried,White,Female,<=50K
19322,39,Bachelors,Sales,Own-child,Asian-Pac-Islander,Male,<=50K
19323,45,Masters,Exec-managerial,Husband,White,Male,>50K
19324,68,Assoc-acdm,Exec-managerial,Not-in-family,White,Female,<=50K
19325,60,Assoc-voc,Prof-specialty,Unmarried,White,Male,>50K
19326,38,Doctorate,Prof-specialty,Wife,White,Female,>50K
19327,41,12th,Craft-repair,Not-in-family,Black,Male,<=50K
19328,48,HS-grad,Craft-repair,Other-relative,White,Male,<=50K
19329,33,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19330,48,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
19331,23,Some-college,Adm-clerical,Own-child,White,Female,<=50K
19332,26,9th,Craft-repair,Husband,White,Male,<=50K
19333,55,Bachelors,Exec-managerial,Husband,White,Male,>50K
19334,35,Masters,Prof-specialty,Husband,White,Male,<=50K
19335,52,Some-college,Exec-managerial,Husband,White,Male,>50K
19336,46,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19337,72,HS-grad,?,Husband,Asian-Pac-Islander,Male,<=50K
19338,18,HS-grad,Other-service,Own-child,White,Female,<=50K
19339,62,HS-grad,Transport-moving,Other-relative,White,Male,<=50K
19340,22,Some-college,Transport-moving,Own-child,White,Female,<=50K
19341,40,Some-college,Adm-clerical,Wife,White,Female,>50K
19342,26,Some-college,Sales,Husband,White,Male,<=50K
19343,35,Assoc-acdm,Sales,Own-child,Black,Female,<=50K
19344,25,HS-grad,Sales,Unmarried,Asian-Pac-Islander,Female,<=50K
19345,46,Assoc-voc,?,Wife,Black,Female,>50K
19346,39,Bachelors,Craft-repair,Not-in-family,White,Male,>50K
19347,41,Some-college,Craft-repair,Husband,Black,Male,>50K
19348,59,Bachelors,Handlers-cleaners,Husband,White,Male,>50K
19349,37,HS-grad,Craft-repair,Husband,White,Male,<=50K
